nohup: ignoring input
###training start~~~~
hash_gan.py:286: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  epoch, itr, len(train_loader)*opt.batch_size, loss_d.data[0], loss_g.data[0]))
===> Epoch[59](13533/58368): Loss_D: 53.5301399 Loss_G: 0.3273
===> Epoch[59](13534/58368): Loss_D: 56.1243477 Loss_G: 0.3308
===> Epoch[59](13535/58368): Loss_D: 55.2821999 Loss_G: 0.3335
===> Epoch[59](13536/58368): Loss_D: 56.2153511 Loss_G: 0.3310
===> Epoch[59](13537/58368): Loss_D: 52.8297462 Loss_G: 0.3296
===> Epoch[59](13538/58368): Loss_D: 54.4032669 Loss_G: 0.3316
===> Epoch[59](13539/58368): Loss_D: 53.6190948 Loss_G: 0.3271
===> Epoch[59](13540/58368): Loss_D: 53.2496033 Loss_G: 0.3323
===> Epoch[59](13541/58368): Loss_D: 50.7002449 Loss_G: 0.3266
===> Epoch[59](13542/58368): Loss_D: 54.4648705 Loss_G: 0.3286
===> Epoch[59](13543/58368): Loss_D: 58.3283730 Loss_G: 0.3309
===> Epoch[59](13544/58368): Loss_D: 53.0465393 Loss_G: 0.3269
===> Epoch[59](13545/58368): Loss_D: 53.9154434 Loss_G: 0.3297
===> Epoch[59](13546/58368): Loss_D: 54.2792816 Loss_G: 0.3296
===> Epoch[59](13547/58368): Loss_D: 56.4080734 Loss_G: 0.3292
===> Epoch[59](13548/58368): Loss_D: 54.5858688 Loss_G: 0.3302
===> Epoch[59](13549/58368): Loss_D: 53.7469330 Loss_G: 0.3261
===> Epoch[59](13550/58368): Loss_D: 53.8209000 Loss_G: 0.3325
===> Epoch[59](13551/58368): Loss_D: 56.6814651 Loss_G: 0.3320
===> Epoch[59](13552/58368): Loss_D: 55.4259453 Loss_G: 0.3296
===> Epoch[59](13553/58368): Loss_D: 52.6141930 Loss_G: 0.3301
===> Epoch[59](13554/58368): Loss_D: 52.3084908 Loss_G: 0.3278
===> Epoch[59](13555/58368): Loss_D: 57.4304047 Loss_G: 0.3327
===> Epoch[59](13556/58368): Loss_D: 55.4595604 Loss_G: 0.3297
===> Epoch[59](13557/58368): Loss_D: 54.0464363 Loss_G: 0.3299
===> Epoch[59](13558/58368): Loss_D: 51.5893784 Loss_G: 0.3274
===> Epoch[59](13559/58368): Loss_D: 52.6908913 Loss_G: 0.3309
===> Epoch[59](13560/58368): Loss_D: 54.0538940 Loss_G: 0.3281
===> Epoch[59](13561/58368): Loss_D: 52.3393402 Loss_G: 0.3266
===> Epoch[59](13562/58368): Loss_D: 51.0670319 Loss_G: 0.3282
===> Epoch[59](13563/58368): Loss_D: 51.9424667 Loss_G: 0.3294
===> Epoch[59](13564/58368): Loss_D: 52.6657829 Loss_G: 0.3259
===> Epoch[59](13565/58368): Loss_D: 52.0910873 Loss_G: 0.3294
===> Epoch[59](13566/58368): Loss_D: 53.7873840 Loss_G: 0.3288
===> Epoch[59](13567/58368): Loss_D: 52.8339996 Loss_G: 0.3292
===> Epoch[59](13568/58368): Loss_D: 52.5633507 Loss_G: 0.3285
===> Epoch[59](13569/58368): Loss_D: 54.0795174 Loss_G: 0.3290
===> Epoch[59](13570/58368): Loss_D: 56.6093483 Loss_G: 0.3301
===> Epoch[59](13571/58368): Loss_D: 51.9976997 Loss_G: 0.3317
===> Epoch[59](13572/58368): Loss_D: 52.1537704 Loss_G: 0.3267
===> Epoch[59](13573/58368): Loss_D: 54.4149780 Loss_G: 0.3299
===> Epoch[59](13574/58368): Loss_D: 52.2197609 Loss_G: 0.3302
===> Epoch[59](13575/58368): Loss_D: 54.6685905 Loss_G: 0.3298
===> Epoch[59](13576/58368): Loss_D: 54.1765518 Loss_G: 0.3297
===> Epoch[59](13577/58368): Loss_D: 53.3539810 Loss_G: 0.3304
===> Epoch[59](13578/58368): Loss_D: 52.7385941 Loss_G: 0.3284
===> Epoch[59](13579/58368): Loss_D: 53.9662247 Loss_G: 0.3310
===> Epoch[59](13580/58368): Loss_D: 51.6815147 Loss_G: 0.3293
===> Epoch[59](13581/58368): Loss_D: 55.8439445 Loss_G: 0.3277
===> Epoch[59](13582/58368): Loss_D: 51.5790634 Loss_G: 0.3294
===> Epoch[59](13583/58368): Loss_D: 55.6255302 Loss_G: 0.3312
===> Epoch[59](13584/58368): Loss_D: 55.4499397 Loss_G: 0.3308
===> Epoch[59](13585/58368): Loss_D: 52.4996758 Loss_G: 0.3287
===> Epoch[59](13586/58368): Loss_D: 53.1184158 Loss_G: 0.3266
===> Epoch[59](13587/58368): Loss_D: 52.0167351 Loss_G: 0.3252
===> Epoch[59](13588/58368): Loss_D: 55.8642044 Loss_G: 0.3290
===> Epoch[59](13589/58368): Loss_D: 52.7988052 Loss_G: 0.3268
===> Epoch[59](13590/58368): Loss_D: 54.3782082 Loss_G: 0.3278
===> Epoch[59](13591/58368): Loss_D: 53.4967346 Loss_G: 0.3286
===> Epoch[59](13592/58368): Loss_D: 51.8098030 Loss_G: 0.3269
===> Epoch[59](13593/58368): Loss_D: 53.6230507 Loss_G: 0.3282
===> Epoch[59](13594/58368): Loss_D: 54.1490173 Loss_G: 0.3293
===> Epoch[59](13595/58368): Loss_D: 51.8426476 Loss_G: 0.3296
===> Epoch[59](13596/58368): Loss_D: 54.4677086 Loss_G: 0.3268
===> Epoch[59](13597/58368): Loss_D: 53.3934174 Loss_G: 0.3273
===> Epoch[59](13598/58368): Loss_D: 54.0200577 Loss_G: 0.3298
===> Epoch[59](13599/58368): Loss_D: 56.8883858 Loss_G: 0.3334
===> Epoch[59](13600/58368): Loss_D: 51.1737633 Loss_G: 0.3285
===> Epoch[59](13601/58368): Loss_D: 54.0086632 Loss_G: 0.3270
===> Epoch[59](13602/58368): Loss_D: 55.8176003 Loss_G: 0.3309
===> Epoch[59](13603/58368): Loss_D: 51.3236389 Loss_G: 0.3297
===> Epoch[59](13604/58368): Loss_D: 55.1633682 Loss_G: 0.3299
===> Epoch[59](13605/58368): Loss_D: 53.0705986 Loss_G: 0.3288
===> Epoch[59](13606/58368): Loss_D: 54.3599434 Loss_G: 0.3309
===> Epoch[59](13607/58368): Loss_D: 53.1044388 Loss_G: 0.3272
===> Epoch[59](13608/58368): Loss_D: 54.8261909 Loss_G: 0.3277
===> Epoch[59](13609/58368): Loss_D: 54.3395157 Loss_G: 0.3290
===> Epoch[59](13610/58368): Loss_D: 52.0814133 Loss_G: 0.3308
===> Epoch[59](13611/58368): Loss_D: 51.1165352 Loss_G: 0.3258
===> Epoch[59](13612/58368): Loss_D: 54.0107765 Loss_G: 0.3275
===> Epoch[59](13613/58368): Loss_D: 52.4901924 Loss_G: 0.3275
===> Epoch[59](13614/58368): Loss_D: 54.0564804 Loss_G: 0.3308
===> Epoch[59](13615/58368): Loss_D: 54.1036568 Loss_G: 0.3279
===> Epoch[59](13616/58368): Loss_D: 50.6645393 Loss_G: 0.3299
===> Epoch[59](13617/58368): Loss_D: 54.1698761 Loss_G: 0.3275
===> Epoch[59](13618/58368): Loss_D: 51.8112526 Loss_G: 0.3282
===> Epoch[59](13619/58368): Loss_D: 55.7109489 Loss_G: 0.3289
===> Epoch[59](13620/58368): Loss_D: 54.1434898 Loss_G: 0.3305
===> Epoch[59](13621/58368): Loss_D: 52.7438927 Loss_G: 0.3298
===> Epoch[59](13622/58368): Loss_D: 55.0781517 Loss_G: 0.3282
===> Epoch[59](13623/58368): Loss_D: 55.3196068 Loss_G: 0.3312
===> Epoch[59](13624/58368): Loss_D: 52.1747627 Loss_G: 0.3328
===> Epoch[59](13625/58368): Loss_D: 52.4940758 Loss_G: 0.3290
===> Epoch[59](13626/58368): Loss_D: 54.1460762 Loss_G: 0.3270
===> Epoch[59](13627/58368): Loss_D: 52.0365639 Loss_G: 0.3288
===> Epoch[59](13628/58368): Loss_D: 55.6971779 Loss_G: 0.3328
===> Epoch[59](13629/58368): Loss_D: 53.6060638 Loss_G: 0.3286
===> Epoch[59](13630/58368): Loss_D: 53.2608871 Loss_G: 0.3288
===> Epoch[59](13631/58368): Loss_D: 53.1275101 Loss_G: 0.3329
===> Epoch[59](13632/58368): Loss_D: 55.7662506 Loss_G: 0.3301
===> Epoch[59](13633/58368): Loss_D: 52.8666725 Loss_G: 0.3276
===> Epoch[59](13634/58368): Loss_D: 56.0189285 Loss_G: 0.3290
===> Epoch[59](13635/58368): Loss_D: 55.6140747 Loss_G: 0.3324
===> Epoch[59](13636/58368): Loss_D: 52.6224899 Loss_G: 0.3283
===> Epoch[59](13637/58368): Loss_D: 53.0272408 Loss_G: 0.3302
===> Epoch[59](13638/58368): Loss_D: 56.7796364 Loss_G: 0.3275
===> Epoch[59](13639/58368): Loss_D: 51.5024834 Loss_G: 0.3267
===> Epoch[59](13640/58368): Loss_D: 55.7829514 Loss_G: 0.3326
===> Epoch[59](13641/58368): Loss_D: 52.7855721 Loss_G: 0.3283
===> Epoch[59](13642/58368): Loss_D: 54.1459503 Loss_G: 0.3294
===> Epoch[59](13643/58368): Loss_D: 55.3699646 Loss_G: 0.3275
===> Epoch[59](13644/58368): Loss_D: 56.6711884 Loss_G: 0.3308
===> Epoch[59](13645/58368): Loss_D: 52.2726669 Loss_G: 0.3259
===> Epoch[59](13646/58368): Loss_D: 51.8430557 Loss_G: 0.3274
===> Epoch[59](13647/58368): Loss_D: 54.7307510 Loss_G: 0.3302
===> Epoch[59](13648/58368): Loss_D: 54.0225525 Loss_G: 0.3293
===> Epoch[59](13649/58368): Loss_D: 54.1155167 Loss_G: 0.3306
===> Epoch[59](13650/58368): Loss_D: 56.7868881 Loss_G: 0.3295
===> Epoch[59](13651/58368): Loss_D: 52.9667091 Loss_G: 0.3268
===> Epoch[59](13652/58368): Loss_D: 56.5736313 Loss_G: 0.3298
===> Epoch[59](13653/58368): Loss_D: 54.9353714 Loss_G: 0.3279
===> Epoch[59](13654/58368): Loss_D: 55.5718422 Loss_G: 0.3277
===> Epoch[59](13655/58368): Loss_D: 53.2721481 Loss_G: 0.3280
===> Epoch[59](13656/58368): Loss_D: 57.0226250 Loss_G: 0.3314
===> Epoch[59](13657/58368): Loss_D: 57.4383163 Loss_G: 0.3264
===> Epoch[59](13658/58368): Loss_D: 54.6309853 Loss_G: 0.3269
===> Epoch[59](13659/58368): Loss_D: 52.1871185 Loss_G: 0.3254
===> Epoch[59](13660/58368): Loss_D: 54.1692238 Loss_G: 0.3273
===> Epoch[59](13661/58368): Loss_D: 53.4348907 Loss_G: 0.3280
===> Epoch[59](13662/58368): Loss_D: 51.9329185 Loss_G: 0.3281
===> Epoch[59](13663/58368): Loss_D: 52.0756836 Loss_G: 0.3286
===> Epoch[59](13664/58368): Loss_D: 54.5649643 Loss_G: 0.3310
===> Epoch[59](13665/58368): Loss_D: 54.3174629 Loss_G: 0.3286
===> Epoch[59](13666/58368): Loss_D: 53.2847099 Loss_G: 0.3267
===> Epoch[59](13667/58368): Loss_D: 50.9538307 Loss_G: 0.3261
===> Epoch[59](13668/58368): Loss_D: 51.9000626 Loss_G: 0.3289
===> Epoch[59](13669/58368): Loss_D: 55.9617729 Loss_G: 0.3293
===> Epoch[59](13670/58368): Loss_D: 53.6463394 Loss_G: 0.3283
===> Epoch[59](13671/58368): Loss_D: 55.4551392 Loss_G: 0.3281
===> Epoch[59](13672/58368): Loss_D: 53.9736786 Loss_G: 0.3293
===> Epoch[59](13673/58368): Loss_D: 55.6282730 Loss_G: 0.3315
===> Epoch[59](13674/58368): Loss_D: 54.7122536 Loss_G: 0.3286
===> Epoch[59](13675/58368): Loss_D: 55.5699577 Loss_G: 0.3319
===> Epoch[59](13676/58368): Loss_D: 54.5963669 Loss_G: 0.3273
===> Epoch[59](13677/58368): Loss_D: 51.2355270 Loss_G: 0.3262
===> Epoch[59](13678/58368): Loss_D: 53.5273170 Loss_G: 0.3306
===> Epoch[59](13679/58368): Loss_D: 57.8800240 Loss_G: 0.3319
####################################
('map:', 0.584351281080377)
===> Epoch[60](13680/58368): Loss_D: 55.4539223 Loss_G: 0.3312
===> Epoch[60](13681/58368): Loss_D: 56.0382652 Loss_G: 0.3318
===> Epoch[60](13682/58368): Loss_D: 53.4857712 Loss_G: 0.3276
===> Epoch[60](13683/58368): Loss_D: 53.6570396 Loss_G: 0.3292
===> Epoch[60](13684/58368): Loss_D: 51.2298012 Loss_G: 0.3260
===> Epoch[60](13685/58368): Loss_D: 52.0422096 Loss_G: 0.3276
===> Epoch[60](13686/58368): Loss_D: 55.3577614 Loss_G: 0.3325
===> Epoch[60](13687/58368): Loss_D: 55.2046471 Loss_G: 0.3305
===> Epoch[60](13688/58368): Loss_D: 53.2563324 Loss_G: 0.3265
===> Epoch[60](13689/58368): Loss_D: 53.4345856 Loss_G: 0.3321
===> Epoch[60](13690/58368): Loss_D: 50.2673836 Loss_G: 0.3254
===> Epoch[60](13691/58368): Loss_D: 53.3514938 Loss_G: 0.3292
===> Epoch[60](13692/58368): Loss_D: 50.9230270 Loss_G: 0.3282
===> Epoch[60](13693/58368): Loss_D: 53.1227760 Loss_G: 0.3287
===> Epoch[60](13694/58368): Loss_D: 51.6538048 Loss_G: 0.3301
===> Epoch[60](13695/58368): Loss_D: 52.6904488 Loss_G: 0.3286
===> Epoch[60](13696/58368): Loss_D: 52.4784851 Loss_G: 0.3289
===> Epoch[60](13697/58368): Loss_D: 53.6393318 Loss_G: 0.3318
===> Epoch[60](13698/58368): Loss_D: 52.5288925 Loss_G: 0.3282
===> Epoch[60](13699/58368): Loss_D: 53.9896431 Loss_G: 0.3287
===> Epoch[60](13700/58368): Loss_D: 52.7930794 Loss_G: 0.3273
===> Epoch[60](13701/58368): Loss_D: 53.2082253 Loss_G: 0.3322
===> Epoch[60](13702/58368): Loss_D: 53.5680809 Loss_G: 0.3306
===> Epoch[60](13703/58368): Loss_D: 54.8855324 Loss_G: 0.3276
===> Epoch[60](13704/58368): Loss_D: 51.2682152 Loss_G: 0.3281
===> Epoch[60](13705/58368): Loss_D: 51.8640747 Loss_G: 0.3280
===> Epoch[60](13706/58368): Loss_D: 53.6600952 Loss_G: 0.3304
===> Epoch[60](13707/58368): Loss_D: 53.9202271 Loss_G: 0.3257
===> Epoch[60](13708/58368): Loss_D: 51.4911118 Loss_G: 0.3267
===> Epoch[60](13709/58368): Loss_D: 50.0933952 Loss_G: 0.3255
===> Epoch[60](13710/58368): Loss_D: 53.2834969 Loss_G: 0.3284
===> Epoch[60](13711/58368): Loss_D: 51.4964561 Loss_G: 0.3285
===> Epoch[60](13712/58368): Loss_D: 53.5352211 Loss_G: 0.3303
===> Epoch[60](13713/58368): Loss_D: 53.7830048 Loss_G: 0.3293
===> Epoch[60](13714/58368): Loss_D: 55.2481079 Loss_G: 0.3299
===> Epoch[60](13715/58368): Loss_D: 55.8432274 Loss_G: 0.3295
===> Epoch[60](13716/58368): Loss_D: 54.3177528 Loss_G: 0.3277
===> Epoch[60](13717/58368): Loss_D: 52.3474655 Loss_G: 0.3309
===> Epoch[60](13718/58368): Loss_D: 55.5661736 Loss_G: 0.3322
===> Epoch[60](13719/58368): Loss_D: 51.7374535 Loss_G: 0.3272
===> Epoch[60](13720/58368): Loss_D: 55.1145134 Loss_G: 0.3284
===> Epoch[60](13721/58368): Loss_D: 50.5527611 Loss_G: 0.3281
===> Epoch[60](13722/58368): Loss_D: 50.3920097 Loss_G: 0.3245
===> Epoch[60](13723/58368): Loss_D: 51.7260361 Loss_G: 0.3250
===> Epoch[60](13724/58368): Loss_D: 53.4504013 Loss_G: 0.3313
===> Epoch[60](13725/58368): Loss_D: 52.8533058 Loss_G: 0.3255
===> Epoch[60](13726/58368): Loss_D: 51.6727028 Loss_G: 0.3282
===> Epoch[60](13727/58368): Loss_D: 52.9536018 Loss_G: 0.3295
===> Epoch[60](13728/58368): Loss_D: 53.4727440 Loss_G: 0.3331
===> Epoch[60](13729/58368): Loss_D: 57.3278503 Loss_G: 0.3306
===> Epoch[60](13730/58368): Loss_D: 52.6158295 Loss_G: 0.3258
===> Epoch[60](13731/58368): Loss_D: 53.3859177 Loss_G: 0.3315
===> Epoch[60](13732/58368): Loss_D: 54.6868210 Loss_G: 0.3305
===> Epoch[60](13733/58368): Loss_D: 52.7421150 Loss_G: 0.3269
===> Epoch[60](13734/58368): Loss_D: 55.0788574 Loss_G: 0.3288
===> Epoch[60](13735/58368): Loss_D: 54.4427910 Loss_G: 0.3270
===> Epoch[60](13736/58368): Loss_D: 53.7135925 Loss_G: 0.3287
===> Epoch[60](13737/58368): Loss_D: 50.6222534 Loss_G: 0.3313
===> Epoch[60](13738/58368): Loss_D: 54.0412140 Loss_G: 0.3277
===> Epoch[60](13739/58368): Loss_D: 55.8784218 Loss_G: 0.3317
===> Epoch[60](13740/58368): Loss_D: 58.1655617 Loss_G: 0.3305
===> Epoch[60](13741/58368): Loss_D: 54.5836754 Loss_G: 0.3286
===> Epoch[60](13742/58368): Loss_D: 54.1248932 Loss_G: 0.3305
===> Epoch[60](13743/58368): Loss_D: 53.9518929 Loss_G: 0.3299
===> Epoch[60](13744/58368): Loss_D: 54.3965340 Loss_G: 0.3296
===> Epoch[60](13745/58368): Loss_D: 53.0251808 Loss_G: 0.3292
===> Epoch[60](13746/58368): Loss_D: 55.1000214 Loss_G: 0.3274
===> Epoch[60](13747/58368): Loss_D: 54.8629646 Loss_G: 0.3287
===> Epoch[60](13748/58368): Loss_D: 52.9710045 Loss_G: 0.3251
===> Epoch[60](13749/58368): Loss_D: 53.7047348 Loss_G: 0.3307
===> Epoch[60](13750/58368): Loss_D: 53.5951729 Loss_G: 0.3296
===> Epoch[60](13751/58368): Loss_D: 53.0063553 Loss_G: 0.3303
===> Epoch[60](13752/58368): Loss_D: 49.9085197 Loss_G: 0.3258
===> Epoch[60](13753/58368): Loss_D: 52.8931351 Loss_G: 0.3271
===> Epoch[60](13754/58368): Loss_D: 49.4621277 Loss_G: 0.3264
===> Epoch[60](13755/58368): Loss_D: 54.8413582 Loss_G: 0.3287
===> Epoch[60](13756/58368): Loss_D: 55.9586792 Loss_G: 0.3301
===> Epoch[60](13757/58368): Loss_D: 55.7966385 Loss_G: 0.3309
===> Epoch[60](13758/58368): Loss_D: 52.6072998 Loss_G: 0.3293
===> Epoch[60](13759/58368): Loss_D: 55.7590408 Loss_G: 0.3313
===> Epoch[60](13760/58368): Loss_D: 52.8554764 Loss_G: 0.3277
===> Epoch[60](13761/58368): Loss_D: 56.7053223 Loss_G: 0.3333
===> Epoch[60](13762/58368): Loss_D: 53.5842476 Loss_G: 0.3310
===> Epoch[60](13763/58368): Loss_D: 53.4168434 Loss_G: 0.3280
===> Epoch[60](13764/58368): Loss_D: 50.9854698 Loss_G: 0.3291
===> Epoch[60](13765/58368): Loss_D: 49.8973846 Loss_G: 0.3272
===> Epoch[60](13766/58368): Loss_D: 53.8024635 Loss_G: 0.3283
===> Epoch[60](13767/58368): Loss_D: 54.6502571 Loss_G: 0.3290
===> Epoch[60](13768/58368): Loss_D: 54.0967102 Loss_G: 0.3294
===> Epoch[60](13769/58368): Loss_D: 50.1083908 Loss_G: 0.3252
===> Epoch[60](13770/58368): Loss_D: 52.5519714 Loss_G: 0.3298
===> Epoch[60](13771/58368): Loss_D: 51.6128426 Loss_G: 0.3275
===> Epoch[60](13772/58368): Loss_D: 51.2707214 Loss_G: 0.3260
===> Epoch[60](13773/58368): Loss_D: 54.1155510 Loss_G: 0.3301
===> Epoch[60](13774/58368): Loss_D: 51.7980042 Loss_G: 0.3290
===> Epoch[60](13775/58368): Loss_D: 55.8343544 Loss_G: 0.3275
===> Epoch[60](13776/58368): Loss_D: 53.2999420 Loss_G: 0.3282
===> Epoch[60](13777/58368): Loss_D: 53.7450562 Loss_G: 0.3307
===> Epoch[60](13778/58368): Loss_D: 57.0450134 Loss_G: 0.3330
===> Epoch[60](13779/58368): Loss_D: 54.4560509 Loss_G: 0.3287
===> Epoch[60](13780/58368): Loss_D: 54.2599754 Loss_G: 0.3288
===> Epoch[60](13781/58368): Loss_D: 54.2693825 Loss_G: 0.3295
===> Epoch[60](13782/58368): Loss_D: 50.9063873 Loss_G: 0.3270
===> Epoch[60](13783/58368): Loss_D: 50.6567841 Loss_G: 0.3298
===> Epoch[60](13784/58368): Loss_D: 54.5651474 Loss_G: 0.3300
===> Epoch[60](13785/58368): Loss_D: 54.2403030 Loss_G: 0.3282
===> Epoch[60](13786/58368): Loss_D: 53.9520302 Loss_G: 0.3310
===> Epoch[60](13787/58368): Loss_D: 53.4044266 Loss_G: 0.3299
===> Epoch[60](13788/58368): Loss_D: 55.3369980 Loss_G: 0.3286
===> Epoch[60](13789/58368): Loss_D: 54.3829460 Loss_G: 0.3303
===> Epoch[60](13790/58368): Loss_D: 52.9915771 Loss_G: 0.3301
===> Epoch[60](13791/58368): Loss_D: 52.4442978 Loss_G: 0.3284
===> Epoch[60](13792/58368): Loss_D: 52.2036743 Loss_G: 0.3298
===> Epoch[60](13793/58368): Loss_D: 52.5077896 Loss_G: 0.3269
===> Epoch[60](13794/58368): Loss_D: 54.4382095 Loss_G: 0.3295
===> Epoch[60](13795/58368): Loss_D: 55.8348656 Loss_G: 0.3313
===> Epoch[60](13796/58368): Loss_D: 52.9766426 Loss_G: 0.3288
===> Epoch[60](13797/58368): Loss_D: 52.9179840 Loss_G: 0.3291
===> Epoch[60](13798/58368): Loss_D: 54.2131577 Loss_G: 0.3283
===> Epoch[60](13799/58368): Loss_D: 53.8552551 Loss_G: 0.3327
===> Epoch[60](13800/58368): Loss_D: 50.8739204 Loss_G: 0.3275
===> Epoch[60](13801/58368): Loss_D: 56.6312294 Loss_G: 0.3284
===> Epoch[60](13802/58368): Loss_D: 53.7533875 Loss_G: 0.3281
===> Epoch[60](13803/58368): Loss_D: 54.0521584 Loss_G: 0.3261
===> Epoch[60](13804/58368): Loss_D: 53.2271652 Loss_G: 0.3278
===> Epoch[60](13805/58368): Loss_D: 54.4345551 Loss_G: 0.3284
===> Epoch[60](13806/58368): Loss_D: 54.9658928 Loss_G: 0.3292
===> Epoch[60](13807/58368): Loss_D: 53.0038033 Loss_G: 0.3316
===> Epoch[60](13808/58368): Loss_D: 55.4701042 Loss_G: 0.3297
===> Epoch[60](13809/58368): Loss_D: 52.3011360 Loss_G: 0.3280
===> Epoch[60](13810/58368): Loss_D: 54.9839058 Loss_G: 0.3283
===> Epoch[60](13811/58368): Loss_D: 52.5145569 Loss_G: 0.3292
===> Epoch[60](13812/58368): Loss_D: 55.0512047 Loss_G: 0.3289
===> Epoch[60](13813/58368): Loss_D: 56.5360146 Loss_G: 0.3318
===> Epoch[60](13814/58368): Loss_D: 54.9342270 Loss_G: 0.3292
===> Epoch[60](13815/58368): Loss_D: 53.7342987 Loss_G: 0.3315
===> Epoch[60](13816/58368): Loss_D: 54.2038269 Loss_G: 0.3274
===> Epoch[60](13817/58368): Loss_D: 54.1171265 Loss_G: 0.3304
===> Epoch[60](13818/58368): Loss_D: 55.0032692 Loss_G: 0.3284
===> Epoch[60](13819/58368): Loss_D: 53.0333977 Loss_G: 0.3270
===> Epoch[60](13820/58368): Loss_D: 53.7928429 Loss_G: 0.3294
===> Epoch[60](13821/58368): Loss_D: 56.2936058 Loss_G: 0.3285
===> Epoch[60](13822/58368): Loss_D: 55.1627197 Loss_G: 0.3326
===> Epoch[60](13823/58368): Loss_D: 56.6239319 Loss_G: 0.3320
===> Epoch[60](13824/58368): Loss_D: 54.0749855 Loss_G: 0.3294
===> Epoch[60](13825/58368): Loss_D: 54.8849144 Loss_G: 0.3289
===> Epoch[60](13826/58368): Loss_D: 51.6870346 Loss_G: 0.3273
===> Epoch[60](13827/58368): Loss_D: 55.5711784 Loss_G: 0.3314
===> Epoch[60](13828/58368): Loss_D: 51.3183632 Loss_G: 0.3285
===> Epoch[60](13829/58368): Loss_D: 51.6825943 Loss_G: 0.3270
===> Epoch[60](13830/58368): Loss_D: 54.0918541 Loss_G: 0.3287
===> Epoch[60](13831/58368): Loss_D: 54.8059120 Loss_G: 0.3308
===> Epoch[60](13832/58368): Loss_D: 55.0630722 Loss_G: 0.3306
===> Epoch[60](13833/58368): Loss_D: 54.2705612 Loss_G: 0.3269
===> Epoch[60](13834/58368): Loss_D: 50.2421265 Loss_G: 0.3240
===> Epoch[60](13835/58368): Loss_D: 53.6973457 Loss_G: 0.3272
===> Epoch[60](13836/58368): Loss_D: 52.5775032 Loss_G: 0.3289
===> Epoch[60](13837/58368): Loss_D: 54.8215523 Loss_G: 0.3283
===> Epoch[60](13838/58368): Loss_D: 54.2100563 Loss_G: 0.3288
===> Epoch[60](13839/58368): Loss_D: 54.1274414 Loss_G: 0.3295
===> Epoch[60](13840/58368): Loss_D: 55.1893082 Loss_G: 0.3306
===> Epoch[60](13841/58368): Loss_D: 53.2388344 Loss_G: 0.3292
===> Epoch[60](13842/58368): Loss_D: 54.4306641 Loss_G: 0.3317
===> Epoch[60](13843/58368): Loss_D: 54.8555603 Loss_G: 0.3285
===> Epoch[60](13844/58368): Loss_D: 52.9894905 Loss_G: 0.3274
===> Epoch[60](13845/58368): Loss_D: 56.6027184 Loss_G: 0.3275
===> Epoch[60](13846/58368): Loss_D: 55.1977539 Loss_G: 0.3301
===> Epoch[60](13847/58368): Loss_D: 56.3430214 Loss_G: 0.3290
===> Epoch[60](13848/58368): Loss_D: 52.8491936 Loss_G: 0.3313
===> Epoch[60](13849/58368): Loss_D: 53.8492355 Loss_G: 0.3282
===> Epoch[60](13850/58368): Loss_D: 52.1953583 Loss_G: 0.3278
===> Epoch[60](13851/58368): Loss_D: 53.9042053 Loss_G: 0.3289
===> Epoch[60](13852/58368): Loss_D: 52.8717575 Loss_G: 0.3279
===> Epoch[60](13853/58368): Loss_D: 52.1779137 Loss_G: 0.3281
===> Epoch[60](13854/58368): Loss_D: 55.9130783 Loss_G: 0.3253
===> Epoch[60](13855/58368): Loss_D: 50.9801064 Loss_G: 0.3260
===> Epoch[60](13856/58368): Loss_D: 57.3771439 Loss_G: 0.3303
===> Epoch[60](13857/58368): Loss_D: 55.8425255 Loss_G: 0.3319
===> Epoch[60](13858/58368): Loss_D: 54.1468239 Loss_G: 0.3323
===> Epoch[60](13859/58368): Loss_D: 53.0781860 Loss_G: 0.3301
===> Epoch[60](13860/58368): Loss_D: 56.0587273 Loss_G: 0.3294
===> Epoch[60](13861/58368): Loss_D: 52.8690948 Loss_G: 0.3298
===> Epoch[60](13862/58368): Loss_D: 55.6065559 Loss_G: 0.3311
===> Epoch[60](13863/58368): Loss_D: 56.9005737 Loss_G: 0.3298
===> Epoch[60](13864/58368): Loss_D: 56.9027443 Loss_G: 0.3309
===> Epoch[60](13865/58368): Loss_D: 54.1788063 Loss_G: 0.3268
===> Epoch[60](13866/58368): Loss_D: 53.0387650 Loss_G: 0.3289
===> Epoch[60](13867/58368): Loss_D: 55.1204262 Loss_G: 0.3297
===> Epoch[60](13868/58368): Loss_D: 51.3428993 Loss_G: 0.3257
===> Epoch[60](13869/58368): Loss_D: 54.0143471 Loss_G: 0.3292
===> Epoch[60](13870/58368): Loss_D: 50.8861275 Loss_G: 0.3239
===> Epoch[60](13871/58368): Loss_D: 54.4399910 Loss_G: 0.3290
===> Epoch[60](13872/58368): Loss_D: 53.5284233 Loss_G: 0.3293
===> Epoch[60](13873/58368): Loss_D: 54.9576912 Loss_G: 0.3334
===> Epoch[60](13874/58368): Loss_D: 51.7142296 Loss_G: 0.3302
===> Epoch[60](13875/58368): Loss_D: 55.6302528 Loss_G: 0.3318
===> Epoch[60](13876/58368): Loss_D: 52.5251503 Loss_G: 0.3296
===> Epoch[60](13877/58368): Loss_D: 54.1264267 Loss_G: 0.3297
===> Epoch[60](13878/58368): Loss_D: 53.5851746 Loss_G: 0.3300
