nohup: ignoring input
###training start~~~~
hash_gan.py:286: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  epoch, itr, len(train_loader)*opt.batch_size, loss_d.data[0], loss_g.data[0]))
===> Epoch[72](16500/58368): Loss_D: 50.4945908 Loss_G: 0.3250
===> Epoch[72](16501/58368): Loss_D: 54.4618378 Loss_G: 0.3274
===> Epoch[72](16502/58368): Loss_D: 51.5573273 Loss_G: 0.3252
===> Epoch[72](16503/58368): Loss_D: 51.1614380 Loss_G: 0.3282
===> Epoch[72](16504/58368): Loss_D: 51.2870522 Loss_G: 0.3281
===> Epoch[72](16505/58368): Loss_D: 52.1584816 Loss_G: 0.3273
===> Epoch[72](16506/58368): Loss_D: 52.0588417 Loss_G: 0.3281
===> Epoch[72](16507/58368): Loss_D: 52.4124260 Loss_G: 0.3264
===> Epoch[72](16508/58368): Loss_D: 53.9751015 Loss_G: 0.3300
===> Epoch[72](16509/58368): Loss_D: 51.9025650 Loss_G: 0.3268
===> Epoch[72](16510/58368): Loss_D: 51.5499992 Loss_G: 0.3260
===> Epoch[72](16511/58368): Loss_D: 55.0214653 Loss_G: 0.3304
===> Epoch[72](16512/58368): Loss_D: 53.5438347 Loss_G: 0.3280
===> Epoch[72](16513/58368): Loss_D: 53.0061913 Loss_G: 0.3275
===> Epoch[72](16514/58368): Loss_D: 57.3518219 Loss_G: 0.3284
===> Epoch[72](16515/58368): Loss_D: 52.3840218 Loss_G: 0.3273
===> Epoch[72](16516/58368): Loss_D: 54.9807587 Loss_G: 0.3276
===> Epoch[72](16517/58368): Loss_D: 50.9047661 Loss_G: 0.3275
===> Epoch[72](16518/58368): Loss_D: 52.5369072 Loss_G: 0.3254
===> Epoch[72](16519/58368): Loss_D: 52.4881706 Loss_G: 0.3256
===> Epoch[72](16520/58368): Loss_D: 58.0809441 Loss_G: 0.3296
===> Epoch[72](16521/58368): Loss_D: 55.1827888 Loss_G: 0.3266
===> Epoch[72](16522/58368): Loss_D: 51.5884209 Loss_G: 0.3261
===> Epoch[72](16523/58368): Loss_D: 53.8382988 Loss_G: 0.3273
===> Epoch[72](16524/58368): Loss_D: 52.5936241 Loss_G: 0.3291
===> Epoch[72](16525/58368): Loss_D: 52.6701813 Loss_G: 0.3255
===> Epoch[72](16526/58368): Loss_D: 53.2398262 Loss_G: 0.3266
===> Epoch[72](16527/58368): Loss_D: 51.8810120 Loss_G: 0.3291
===> Epoch[72](16528/58368): Loss_D: 53.7598152 Loss_G: 0.3280
===> Epoch[72](16529/58368): Loss_D: 50.7838974 Loss_G: 0.3280
===> Epoch[72](16530/58368): Loss_D: 53.1442528 Loss_G: 0.3276
===> Epoch[72](16531/58368): Loss_D: 52.3034248 Loss_G: 0.3281
===> Epoch[72](16532/58368): Loss_D: 51.7299347 Loss_G: 0.3266
===> Epoch[72](16533/58368): Loss_D: 51.1785736 Loss_G: 0.3257
===> Epoch[72](16534/58368): Loss_D: 51.5442772 Loss_G: 0.3267
===> Epoch[72](16535/58368): Loss_D: 54.4272957 Loss_G: 0.3289
===> Epoch[72](16536/58368): Loss_D: 52.4897118 Loss_G: 0.3285
===> Epoch[72](16537/58368): Loss_D: 50.6480408 Loss_G: 0.3273
===> Epoch[72](16538/58368): Loss_D: 54.6273880 Loss_G: 0.3312
===> Epoch[72](16539/58368): Loss_D: 55.3995590 Loss_G: 0.3312
===> Epoch[72](16540/58368): Loss_D: 55.3079987 Loss_G: 0.3298
===> Epoch[72](16541/58368): Loss_D: 55.2173347 Loss_G: 0.3279
===> Epoch[72](16542/58368): Loss_D: 54.0993652 Loss_G: 0.3285
===> Epoch[72](16543/58368): Loss_D: 53.7489548 Loss_G: 0.3257
===> Epoch[72](16544/58368): Loss_D: 50.6598740 Loss_G: 0.3248
===> Epoch[72](16545/58368): Loss_D: 54.7250519 Loss_G: 0.3281
===> Epoch[72](16546/58368): Loss_D: 54.3932495 Loss_G: 0.3269
===> Epoch[72](16547/58368): Loss_D: 52.9220848 Loss_G: 0.3304
===> Epoch[72](16548/58368): Loss_D: 52.4339256 Loss_G: 0.3266
===> Epoch[72](16549/58368): Loss_D: 53.7575340 Loss_G: 0.3295
===> Epoch[72](16550/58368): Loss_D: 51.5855904 Loss_G: 0.3302
===> Epoch[72](16551/58368): Loss_D: 51.9074745 Loss_G: 0.3290
===> Epoch[72](16552/58368): Loss_D: 53.3214607 Loss_G: 0.3290
===> Epoch[72](16553/58368): Loss_D: 50.7428398 Loss_G: 0.3258
===> Epoch[72](16554/58368): Loss_D: 53.9803963 Loss_G: 0.3277
===> Epoch[72](16555/58368): Loss_D: 52.9528542 Loss_G: 0.3273
===> Epoch[72](16556/58368): Loss_D: 54.5019112 Loss_G: 0.3277
===> Epoch[72](16557/58368): Loss_D: 49.9171829 Loss_G: 0.3265
===> Epoch[72](16558/58368): Loss_D: 50.5372086 Loss_G: 0.3263
===> Epoch[72](16559/58368): Loss_D: 52.5117836 Loss_G: 0.3276
===> Epoch[72](16560/58368): Loss_D: 52.5257149 Loss_G: 0.3268
===> Epoch[72](16561/58368): Loss_D: 51.2136269 Loss_G: 0.3298
===> Epoch[72](16562/58368): Loss_D: 50.8047523 Loss_G: 0.3264
===> Epoch[72](16563/58368): Loss_D: 52.1712685 Loss_G: 0.3275
===> Epoch[72](16564/58368): Loss_D: 50.5268936 Loss_G: 0.3266
===> Epoch[72](16565/58368): Loss_D: 53.3046913 Loss_G: 0.3284
===> Epoch[72](16566/58368): Loss_D: 53.0794487 Loss_G: 0.3278
===> Epoch[72](16567/58368): Loss_D: 53.6845474 Loss_G: 0.3318
===> Epoch[72](16568/58368): Loss_D: 52.6371765 Loss_G: 0.3276
===> Epoch[72](16569/58368): Loss_D: 56.9442406 Loss_G: 0.3331
===> Epoch[72](16570/58368): Loss_D: 54.3165512 Loss_G: 0.3271
===> Epoch[72](16571/58368): Loss_D: 55.4979439 Loss_G: 0.3300
===> Epoch[72](16572/58368): Loss_D: 52.9477272 Loss_G: 0.3271
===> Epoch[72](16573/58368): Loss_D: 51.3993759 Loss_G: 0.3226
===> Epoch[72](16574/58368): Loss_D: 55.7976761 Loss_G: 0.3297
===> Epoch[72](16575/58368): Loss_D: 54.3461761 Loss_G: 0.3285
===> Epoch[72](16576/58368): Loss_D: 55.1766472 Loss_G: 0.3285
===> Epoch[72](16577/58368): Loss_D: 52.2956276 Loss_G: 0.3272
===> Epoch[72](16578/58368): Loss_D: 52.3895264 Loss_G: 0.3282
===> Epoch[72](16579/58368): Loss_D: 53.4626198 Loss_G: 0.3282
===> Epoch[72](16580/58368): Loss_D: 54.3700371 Loss_G: 0.3281
===> Epoch[72](16581/58368): Loss_D: 49.5081673 Loss_G: 0.3276
===> Epoch[72](16582/58368): Loss_D: 54.0422783 Loss_G: 0.3318
===> Epoch[72](16583/58368): Loss_D: 50.4053574 Loss_G: 0.3260
===> Epoch[72](16584/58368): Loss_D: 53.6355324 Loss_G: 0.3284
===> Epoch[72](16585/58368): Loss_D: 53.2353859 Loss_G: 0.3299
===> Epoch[72](16586/58368): Loss_D: 55.4536362 Loss_G: 0.3276
===> Epoch[72](16587/58368): Loss_D: 52.5106087 Loss_G: 0.3266
===> Epoch[72](16588/58368): Loss_D: 53.6188393 Loss_G: 0.3288
===> Epoch[72](16589/58368): Loss_D: 51.6455307 Loss_G: 0.3284
===> Epoch[72](16590/58368): Loss_D: 52.9359779 Loss_G: 0.3308
===> Epoch[72](16591/58368): Loss_D: 56.8026505 Loss_G: 0.3295
===> Epoch[72](16592/58368): Loss_D: 55.5201111 Loss_G: 0.3287
===> Epoch[72](16593/58368): Loss_D: 51.8426704 Loss_G: 0.3277
===> Epoch[72](16594/58368): Loss_D: 51.0532837 Loss_G: 0.3258
===> Epoch[72](16595/58368): Loss_D: 51.1408730 Loss_G: 0.3276
===> Epoch[72](16596/58368): Loss_D: 51.1662025 Loss_G: 0.3268
===> Epoch[72](16597/58368): Loss_D: 55.3764267 Loss_G: 0.3281
===> Epoch[72](16598/58368): Loss_D: 53.5808678 Loss_G: 0.3264
===> Epoch[72](16599/58368): Loss_D: 51.9822235 Loss_G: 0.3279
===> Epoch[72](16600/58368): Loss_D: 53.7606354 Loss_G: 0.3260
===> Epoch[72](16601/58368): Loss_D: 57.9294281 Loss_G: 0.3268
===> Epoch[72](16602/58368): Loss_D: 53.0110741 Loss_G: 0.3273
===> Epoch[72](16603/58368): Loss_D: 54.1981850 Loss_G: 0.3272
===> Epoch[72](16604/58368): Loss_D: 50.4820290 Loss_G: 0.3257
===> Epoch[72](16605/58368): Loss_D: 53.9191780 Loss_G: 0.3308
===> Epoch[72](16606/58368): Loss_D: 50.2580223 Loss_G: 0.3284
===> Epoch[72](16607/58368): Loss_D: 53.0685272 Loss_G: 0.3255
===> Epoch[72](16608/58368): Loss_D: 52.5919495 Loss_G: 0.3295
===> Epoch[72](16609/58368): Loss_D: 55.3453445 Loss_G: 0.3280
===> Epoch[72](16610/58368): Loss_D: 55.1120796 Loss_G: 0.3276
===> Epoch[72](16611/58368): Loss_D: 53.2133904 Loss_G: 0.3262
===> Epoch[72](16612/58368): Loss_D: 50.2713432 Loss_G: 0.3254
===> Epoch[72](16613/58368): Loss_D: 54.7283897 Loss_G: 0.3271
===> Epoch[72](16614/58368): Loss_D: 55.7503738 Loss_G: 0.3296
===> Epoch[72](16615/58368): Loss_D: 50.5848846 Loss_G: 0.3255
===> Epoch[72](16616/58368): Loss_D: 54.7069740 Loss_G: 0.3297
===> Epoch[72](16617/58368): Loss_D: 50.5773544 Loss_G: 0.3261
===> Epoch[72](16618/58368): Loss_D: 52.5497322 Loss_G: 0.3254
===> Epoch[72](16619/58368): Loss_D: 51.9729042 Loss_G: 0.3230
===> Epoch[72](16620/58368): Loss_D: 52.1606178 Loss_G: 0.3267
===> Epoch[72](16621/58368): Loss_D: 54.2903557 Loss_G: 0.3305
===> Epoch[72](16622/58368): Loss_D: 53.2282791 Loss_G: 0.3275
===> Epoch[72](16623/58368): Loss_D: 51.8936386 Loss_G: 0.3290
===> Epoch[72](16624/58368): Loss_D: 54.0191154 Loss_G: 0.3261
===> Epoch[72](16625/58368): Loss_D: 52.5034790 Loss_G: 0.3280
===> Epoch[72](16626/58368): Loss_D: 49.6393776 Loss_G: 0.3269
===> Epoch[72](16627/58368): Loss_D: 56.2908478 Loss_G: 0.3313
===> Epoch[72](16628/58368): Loss_D: 53.4405823 Loss_G: 0.3283
===> Epoch[72](16629/58368): Loss_D: 52.9641533 Loss_G: 0.3285
===> Epoch[72](16630/58368): Loss_D: 51.0029716 Loss_G: 0.3239
===> Epoch[72](16631/58368): Loss_D: 52.3846779 Loss_G: 0.3255
===> Epoch[72](16632/58368): Loss_D: 51.5262566 Loss_G: 0.3270
===> Epoch[72](16633/58368): Loss_D: 56.0676651 Loss_G: 0.3290
===> Epoch[72](16634/58368): Loss_D: 53.5935059 Loss_G: 0.3270
===> Epoch[72](16635/58368): Loss_D: 53.9464874 Loss_G: 0.3279
===> Epoch[72](16636/58368): Loss_D: 52.6558304 Loss_G: 0.3286
===> Epoch[72](16637/58368): Loss_D: 56.7331314 Loss_G: 0.3297
===> Epoch[72](16638/58368): Loss_D: 53.9253502 Loss_G: 0.3291
===> Epoch[72](16639/58368): Loss_D: 55.7323647 Loss_G: 0.3298
===> Epoch[72](16640/58368): Loss_D: 53.9109459 Loss_G: 0.3250
===> Epoch[72](16641/58368): Loss_D: 54.4490814 Loss_G: 0.3267
===> Epoch[72](16642/58368): Loss_D: 51.8202515 Loss_G: 0.3270
===> Epoch[72](16643/58368): Loss_D: 44.9038010 Loss_G: 0.3239
####################################
('map:', 0.5810314741048235)
===> Epoch[73](16644/58368): Loss_D: 52.8231697 Loss_G: 0.3277
===> Epoch[73](16645/58368): Loss_D: 54.2110710 Loss_G: 0.3259
===> Epoch[73](16646/58368): Loss_D: 50.6541710 Loss_G: 0.3263
===> Epoch[73](16647/58368): Loss_D: 51.8402214 Loss_G: 0.3269
===> Epoch[73](16648/58368): Loss_D: 49.1375885 Loss_G: 0.3250
===> Epoch[73](16649/58368): Loss_D: 53.7228012 Loss_G: 0.3294
===> Epoch[73](16650/58368): Loss_D: 50.1309891 Loss_G: 0.3248
===> Epoch[73](16651/58368): Loss_D: 50.8503914 Loss_G: 0.3256
===> Epoch[73](16652/58368): Loss_D: 52.7979050 Loss_G: 0.3269
===> Epoch[73](16653/58368): Loss_D: 49.8050652 Loss_G: 0.3251
===> Epoch[73](16654/58368): Loss_D: 50.9463844 Loss_G: 0.3289
===> Epoch[73](16655/58368): Loss_D: 52.0317383 Loss_G: 0.3271
===> Epoch[73](16656/58368): Loss_D: 55.4358482 Loss_G: 0.3287
===> Epoch[73](16657/58368): Loss_D: 54.6429634 Loss_G: 0.3254
===> Epoch[73](16658/58368): Loss_D: 50.9116821 Loss_G: 0.3255
===> Epoch[73](16659/58368): Loss_D: 50.5256500 Loss_G: 0.3267
===> Epoch[73](16660/58368): Loss_D: 51.6262512 Loss_G: 0.3269
===> Epoch[73](16661/58368): Loss_D: 55.0147247 Loss_G: 0.3286
===> Epoch[73](16662/58368): Loss_D: 54.8133202 Loss_G: 0.3299
===> Epoch[73](16663/58368): Loss_D: 55.3293228 Loss_G: 0.3283
===> Epoch[73](16664/58368): Loss_D: 52.8855782 Loss_G: 0.3264
===> Epoch[73](16665/58368): Loss_D: 54.3787918 Loss_G: 0.3288
===> Epoch[73](16666/58368): Loss_D: 51.0408974 Loss_G: 0.3282
===> Epoch[73](16667/58368): Loss_D: 50.9911537 Loss_G: 0.3241
===> Epoch[73](16668/58368): Loss_D: 55.1560593 Loss_G: 0.3276
===> Epoch[73](16669/58368): Loss_D: 51.6850510 Loss_G: 0.3263
===> Epoch[73](16670/58368): Loss_D: 52.1152382 Loss_G: 0.3252
===> Epoch[73](16671/58368): Loss_D: 53.3286743 Loss_G: 0.3266
===> Epoch[73](16672/58368): Loss_D: 52.3861198 Loss_G: 0.3283
===> Epoch[73](16673/58368): Loss_D: 51.9340935 Loss_G: 0.3297
===> Epoch[73](16674/58368): Loss_D: 53.1139793 Loss_G: 0.3281
===> Epoch[73](16675/58368): Loss_D: 51.5783005 Loss_G: 0.3308
===> Epoch[73](16676/58368): Loss_D: 55.2435913 Loss_G: 0.3289
===> Epoch[73](16677/58368): Loss_D: 52.5312309 Loss_G: 0.3268
===> Epoch[73](16678/58368): Loss_D: 52.1302605 Loss_G: 0.3301
===> Epoch[73](16679/58368): Loss_D: 54.6771317 Loss_G: 0.3283
===> Epoch[73](16680/58368): Loss_D: 56.9336281 Loss_G: 0.3279
===> Epoch[73](16681/58368): Loss_D: 52.0651932 Loss_G: 0.3280
===> Epoch[73](16682/58368): Loss_D: 51.7627831 Loss_G: 0.3313
===> Epoch[73](16683/58368): Loss_D: 51.7815742 Loss_G: 0.3256
===> Epoch[73](16684/58368): Loss_D: 51.1483765 Loss_G: 0.3265
===> Epoch[73](16685/58368): Loss_D: 51.6283913 Loss_G: 0.3262
===> Epoch[73](16686/58368): Loss_D: 54.8849182 Loss_G: 0.3311
===> Epoch[73](16687/58368): Loss_D: 54.2571106 Loss_G: 0.3274
===> Epoch[73](16688/58368): Loss_D: 52.0742111 Loss_G: 0.3268
===> Epoch[73](16689/58368): Loss_D: 54.4446297 Loss_G: 0.3274
===> Epoch[73](16690/58368): Loss_D: 53.6322746 Loss_G: 0.3285
===> Epoch[73](16691/58368): Loss_D: 53.3909416 Loss_G: 0.3296
===> Epoch[73](16692/58368): Loss_D: 48.6716690 Loss_G: 0.3275
===> Epoch[73](16693/58368): Loss_D: 51.3466644 Loss_G: 0.3290
===> Epoch[73](16694/58368): Loss_D: 52.0067329 Loss_G: 0.3263
===> Epoch[73](16695/58368): Loss_D: 50.9807053 Loss_G: 0.3254
===> Epoch[73](16696/58368): Loss_D: 51.4517136 Loss_G: 0.3271
===> Epoch[73](16697/58368): Loss_D: 54.0138397 Loss_G: 0.3320
===> Epoch[73](16698/58368): Loss_D: 51.5160637 Loss_G: 0.3238
===> Epoch[73](16699/58368): Loss_D: 51.1796417 Loss_G: 0.3284
===> Epoch[73](16700/58368): Loss_D: 48.8654327 Loss_G: 0.3264
===> Epoch[73](16701/58368): Loss_D: 52.0084801 Loss_G: 0.3274
===> Epoch[73](16702/58368): Loss_D: 51.5203743 Loss_G: 0.3267
===> Epoch[73](16703/58368): Loss_D: 52.1083794 Loss_G: 0.3272
===> Epoch[73](16704/58368): Loss_D: 52.7296944 Loss_G: 0.3273
===> Epoch[73](16705/58368): Loss_D: 51.2080421 Loss_G: 0.3242
===> Epoch[73](16706/58368): Loss_D: 54.4194374 Loss_G: 0.3279
===> Epoch[73](16707/58368): Loss_D: 52.8266144 Loss_G: 0.3259
===> Epoch[73](16708/58368): Loss_D: 51.8519135 Loss_G: 0.3268
===> Epoch[73](16709/58368): Loss_D: 52.7956161 Loss_G: 0.3274
===> Epoch[73](16710/58368): Loss_D: 52.4219208 Loss_G: 0.3281
===> Epoch[73](16711/58368): Loss_D: 54.4760208 Loss_G: 0.3294
===> Epoch[73](16712/58368): Loss_D: 52.5878105 Loss_G: 0.3276
===> Epoch[73](16713/58368): Loss_D: 53.9370689 Loss_G: 0.3253
===> Epoch[73](16714/58368): Loss_D: 52.7904549 Loss_G: 0.3290
===> Epoch[73](16715/58368): Loss_D: 55.2343292 Loss_G: 0.3299
===> Epoch[73](16716/58368): Loss_D: 55.0805244 Loss_G: 0.3280
===> Epoch[73](16717/58368): Loss_D: 53.9770355 Loss_G: 0.3278
===> Epoch[73](16718/58368): Loss_D: 52.2326469 Loss_G: 0.3250
===> Epoch[73](16719/58368): Loss_D: 51.5161629 Loss_G: 0.3276
===> Epoch[73](16720/58368): Loss_D: 53.3888130 Loss_G: 0.3302
===> Epoch[73](16721/58368): Loss_D: 48.9450760 Loss_G: 0.3241
===> Epoch[73](16722/58368): Loss_D: 51.0929756 Loss_G: 0.3263
===> Epoch[73](16723/58368): Loss_D: 53.3450584 Loss_G: 0.3263
===> Epoch[73](16724/58368): Loss_D: 55.7439041 Loss_G: 0.3322
===> Epoch[73](16725/58368): Loss_D: 53.2131805 Loss_G: 0.3262
===> Epoch[73](16726/58368): Loss_D: 53.1559982 Loss_G: 0.3255
===> Epoch[73](16727/58368): Loss_D: 52.0630722 Loss_G: 0.3282
===> Epoch[73](16728/58368): Loss_D: 53.4442062 Loss_G: 0.3240
===> Epoch[73](16729/58368): Loss_D: 52.7213554 Loss_G: 0.3277
===> Epoch[73](16730/58368): Loss_D: 50.1927452 Loss_G: 0.3245
===> Epoch[73](16731/58368): Loss_D: 51.8597488 Loss_G: 0.3286
===> Epoch[73](16732/58368): Loss_D: 53.1141205 Loss_G: 0.3298
===> Epoch[73](16733/58368): Loss_D: 51.3278008 Loss_G: 0.3279
===> Epoch[73](16734/58368): Loss_D: 52.1794930 Loss_G: 0.3261
===> Epoch[73](16735/58368): Loss_D: 51.7008743 Loss_G: 0.3251
===> Epoch[73](16736/58368): Loss_D: 53.3588333 Loss_G: 0.3274
===> Epoch[73](16737/58368): Loss_D: 52.1601639 Loss_G: 0.3276
===> Epoch[73](16738/58368): Loss_D: 50.9070320 Loss_G: 0.3265
===> Epoch[73](16739/58368): Loss_D: 53.6162453 Loss_G: 0.3287
===> Epoch[73](16740/58368): Loss_D: 51.5516624 Loss_G: 0.3260
===> Epoch[73](16741/58368): Loss_D: 52.2220154 Loss_G: 0.3276
===> Epoch[73](16742/58368): Loss_D: 49.7466736 Loss_G: 0.3284
===> Epoch[73](16743/58368): Loss_D: 54.4959641 Loss_G: 0.3243
===> Epoch[73](16744/58368): Loss_D: 55.8446121 Loss_G: 0.3276
===> Epoch[73](16745/58368): Loss_D: 53.5256653 Loss_G: 0.3265
===> Epoch[73](16746/58368): Loss_D: 51.4515305 Loss_G: 0.3265
===> Epoch[73](16747/58368): Loss_D: 55.7295647 Loss_G: 0.3259
===> Epoch[73](16748/58368): Loss_D: 50.0746727 Loss_G: 0.3282
===> Epoch[73](16749/58368): Loss_D: 54.6528702 Loss_G: 0.3272
===> Epoch[73](16750/58368): Loss_D: 55.5020828 Loss_G: 0.3278
===> Epoch[73](16751/58368): Loss_D: 50.4941521 Loss_G: 0.3263
===> Epoch[73](16752/58368): Loss_D: 54.0714188 Loss_G: 0.3279
===> Epoch[73](16753/58368): Loss_D: 54.4702072 Loss_G: 0.3293
===> Epoch[73](16754/58368): Loss_D: 52.7397690 Loss_G: 0.3291
===> Epoch[73](16755/58368): Loss_D: 54.1260529 Loss_G: 0.3305
===> Epoch[73](16756/58368): Loss_D: 52.2463150 Loss_G: 0.3268
===> Epoch[73](16757/58368): Loss_D: 51.3451042 Loss_G: 0.3270
===> Epoch[73](16758/58368): Loss_D: 53.9695740 Loss_G: 0.3297
===> Epoch[73](16759/58368): Loss_D: 53.1951637 Loss_G: 0.3261
===> Epoch[73](16760/58368): Loss_D: 52.2042122 Loss_G: 0.3270
===> Epoch[73](16761/58368): Loss_D: 50.9886551 Loss_G: 0.3240
===> Epoch[73](16762/58368): Loss_D: 51.1406631 Loss_G: 0.3279
===> Epoch[73](16763/58368): Loss_D: 49.7959442 Loss_G: 0.3251
===> Epoch[73](16764/58368): Loss_D: 48.9818344 Loss_G: 0.3271
===> Epoch[73](16765/58368): Loss_D: 52.3710060 Loss_G: 0.3269
===> Epoch[73](16766/58368): Loss_D: 57.9496384 Loss_G: 0.3303
===> Epoch[73](16767/58368): Loss_D: 53.0901451 Loss_G: 0.3232
===> Epoch[73](16768/58368): Loss_D: 54.8525963 Loss_G: 0.3290
===> Epoch[73](16769/58368): Loss_D: 50.8995857 Loss_G: 0.3267
===> Epoch[73](16770/58368): Loss_D: 52.6055298 Loss_G: 0.3246
===> Epoch[73](16771/58368): Loss_D: 52.2640114 Loss_G: 0.3263
===> Epoch[73](16772/58368): Loss_D: 52.1145020 Loss_G: 0.3249
===> Epoch[73](16773/58368): Loss_D: 53.9929352 Loss_G: 0.3315
===> Epoch[73](16774/58368): Loss_D: 53.9490662 Loss_G: 0.3309
===> Epoch[73](16775/58368): Loss_D: 50.6892776 Loss_G: 0.3259
===> Epoch[73](16776/58368): Loss_D: 53.0627251 Loss_G: 0.3292
===> Epoch[73](16777/58368): Loss_D: 52.3250504 Loss_G: 0.3278
===> Epoch[73](16778/58368): Loss_D: 51.3374557 Loss_G: 0.3281
===> Epoch[73](16779/58368): Loss_D: 56.2836533 Loss_G: 0.3281
===> Epoch[73](16780/58368): Loss_D: 52.0146255 Loss_G: 0.3264
===> Epoch[73](16781/58368): Loss_D: 49.7071152 Loss_G: 0.3249
===> Epoch[73](16782/58368): Loss_D: 53.9168282 Loss_G: 0.3278
===> Epoch[73](16783/58368): Loss_D: 53.6523094 Loss_G: 0.3286
===> Epoch[73](16784/58368): Loss_D: 53.6721497 Loss_G: 0.3271
===> Epoch[73](16785/58368): Loss_D: 51.5486488 Loss_G: 0.3280
===> Epoch[73](16786/58368): Loss_D: 50.4611320 Loss_G: 0.3242
===> Epoch[73](16787/58368): Loss_D: 52.5819206 Loss_G: 0.3268
===> Epoch[73](16788/58368): Loss_D: 49.6166153 Loss_G: 0.3248
===> Epoch[73](16789/58368): Loss_D: 50.9279175 Loss_G: 0.3240
===> Epoch[73](16790/58368): Loss_D: 51.7227516 Loss_G: 0.3260
===> Epoch[73](16791/58368): Loss_D: 51.4631195 Loss_G: 0.3274
===> Epoch[73](16792/58368): Loss_D: 55.0619774 Loss_G: 0.3292
===> Epoch[73](16793/58368): Loss_D: 50.2548752 Loss_G: 0.3223
===> Epoch[73](16794/58368): Loss_D: 53.9366226 Loss_G: 0.3270
===> Epoch[73](16795/58368): Loss_D: 53.1154747 Loss_G: 0.3291
===> Epoch[73](16796/58368): Loss_D: 55.0916328 Loss_G: 0.3312
===> Epoch[73](16797/58368): Loss_D: 51.9609528 Loss_G: 0.3286
===> Epoch[73](16798/58368): Loss_D: 53.7972717 Loss_G: 0.3283
===> Epoch[73](16799/58368): Loss_D: 53.9642868 Loss_G: 0.3269
===> Epoch[73](16800/58368): Loss_D: 53.0634117 Loss_G: 0.3278
===> Epoch[73](16801/58368): Loss_D: 50.9827766 Loss_G: 0.3270
===> Epoch[73](16802/58368): Loss_D: 52.3513832 Loss_G: 0.3278
===> Epoch[73](16803/58368): Loss_D: 54.8629150 Loss_G: 0.3291
===> Epoch[73](16804/58368): Loss_D: 54.8279724 Loss_G: 0.3273
===> Epoch[73](16805/58368): Loss_D: 51.0434952 Loss_G: 0.3259
===> Epoch[73](16806/58368): Loss_D: 54.5673180 Loss_G: 0.3301
===> Epoch[73](16807/58368): Loss_D: 56.7667160 Loss_G: 0.3272
===> Epoch[73](16808/58368): Loss_D: 53.1692200 Loss_G: 0.3283
===> Epoch[73](16809/58368): Loss_D: 53.7856750 Loss_G: 0.3281
===> Epoch[73](16810/58368): Loss_D: 50.8607750 Loss_G: 0.3258
===> Epoch[73](16811/58368): Loss_D: 50.6276703 Loss_G: 0.3253
===> Epoch[73](16812/58368): Loss_D: 53.1406174 Loss_G: 0.3270
===> Epoch[73](16813/58368): Loss_D: 53.0738564 Loss_G: 0.3283
===> Epoch[73](16814/58368): Loss_D: 53.1837540 Loss_G: 0.3284
===> Epoch[73](16815/58368): Loss_D: 56.2396698 Loss_G: 0.3257
===> Epoch[73](16816/58368): Loss_D: 52.3731194 Loss_G: 0.3258
===> Epoch[73](16817/58368): Loss_D: 54.4955292 Loss_G: 0.3310
===> Epoch[73](16818/58368): Loss_D: 53.9078522 Loss_G: 0.3268
===> Epoch[73](16819/58368): Loss_D: 51.4298058 Loss_G: 0.3277
===> Epoch[73](16820/58368): Loss_D: 54.6943283 Loss_G: 0.3272
===> Epoch[73](16821/58368): Loss_D: 54.4986649 Loss_G: 0.3305
===> Epoch[73](16822/58368): Loss_D: 54.3135262 Loss_G: 0.3289
===> Epoch[73](16823/58368): Loss_D: 52.2212830 Loss_G: 0.3287
===> Epoch[73](16824/58368): Loss_D: 53.6401863 Loss_G: 0.3283
===> Epoch[73](16825/58368): Loss_D: 52.1462364 Loss_G: 0.3280
===> Epoch[73](16826/58368): Loss_D: 52.8990707 Loss_G: 0.3270
===> Epoch[73](16827/58368): Loss_D: 51.6964951 Loss_G: 0.3282
===> Epoch[73](16828/58368): Loss_D: 51.8799934 Loss_G: 0.3269
===> Epoch[73](16829/58368): Loss_D: 54.3741379 Loss_G: 0.3306
===> Epoch[73](16830/58368): Loss_D: 53.4157066 Loss_G: 0.3261
===> Epoch[73](16831/58368): Loss_D: 56.3894539 Loss_G: 0.3309
===> Epoch[73](16832/58368): Loss_D: 52.5831642 Loss_G: 0.3273
===> Epoch[73](16833/58368): Loss_D: 52.1423187 Loss_G: 0.3293
===> Epoch[73](16834/58368): Loss_D: 51.0583076 Loss_G: 0.3256
===> Epoch[73](16835/58368): Loss_D: 52.6284676 Loss_G: 0.3276
===> Epoch[73](16836/58368): Loss_D: 52.6203575 Loss_G: 0.3258
===> Epoch[73](16837/58368): Loss_D: 53.5121040 Loss_G: 0.3259
===> Epoch[73](16838/58368): Loss_D: 55.6551552 Loss_G: 0.3264
===> Epoch[73](16839/58368): Loss_D: 55.2664909 Loss_G: 0.3268
===> Epoch[73](16840/58368): Loss_D: 52.2999802 Loss_G: 0.3275
===> Epoch[73](16841/58368): Loss_D: 53.6762276 Loss_G: 0.3239
===> Epoch[73](16842/58368): Loss_D: 52.5336761 Loss_G: 0.3269
===> Epoch[73](16843/58368): Loss_D: 54.0707397 Loss_G: 0.3273
===> Epoch[73](16844/58368): Loss_D: 52.4491386 Loss_G: 0.3271
===> Epoch[73](16845/58368): Loss_D: 54.0839462 Loss_G: 0.3290
